RamanShift (cm-1)	00:00:56	00:01:25	00:01:55	00:02:26
900.0000	1030.80488449	1024.20591081	1020.67514469	1038.30706647
899.0000	1016.00982247	1008.47908421	1008.67222806	1016.32593224
898.0000	1001.11805988	993.58911599	997.80357303	997.51067980
897.0000	987.05320246	979.95602977	987.95140134	983.05247024
896.0000	973.63407029	967.23559751	977.45622414	972.65552492
895.0000	960.38922720	954.37569554	964.68884911	964.55134488
894.0000	947.91794277	941.50034341	949.86073654	955.99306899
893.0000	937.79612280	931.06973590	935.26872721	945.20725098
892.0000	930.79464465	925.83115840	923.68358483	933.25110564
891.0000	925.61588690	925.49158596	916.41514012	923.40078965
890.0000	920.00985058	926.39224375	912.85090414	918.30791496
889.0000	913.18155699	924.86586015	911.66435369	917.79733255
888.0000	906.66705158	920.30487454	912.11385472	919.33432754
887.0000	902.62571112	914.69823313	913.90402148	920.15027799
886.0000	901.49654453	910.02707159	916.00620445	918.72563326
885.0000	901.57330710	906.86205781	916.41950874	914.92562157
884.0000	900.84984887	904.97288072	913.94995213	909.83323369
883.0000	899.16073592	904.25732408	910.33194003	905.82783909
882.0000	898.47908022	904.92596571	909.72543483	905.96178163
881.0000	901.09998085	907.42895484	915.08712660	912.02322641
880.0000	907.50037616	912.42526934	924.89105664	922.82009081
879.0000	916.00929650	920.30142042	934.15402065	934.92042026
878.0000	924.60329983	930.37324231	939.25545084	945.57305917
877.0000	932.93657343	940.95751284	941.58456470	954.74213730
876.0000	942.53501681	950.77649872	946.17759890	964.08526570
875.0000	955.07260161	960.24821947	956.96302557	974.41384752
874.0000	970.45688504	970.92665869	973.44129799	984.80498009
873.0000	986.36552292	983.51444026	991.41551901	994.07350040
872.0000	999.60977717	996.82809116	1006.36721134	1002.38029101
871.0000	1008.50119996	1009.11317813	1016.59745228	1011.11493395
870.0000	1014.50661691	1020.14314456	1024.19546452	1021.62197916
869.0000	1021.45481906	1031.40177762	1033.26961960	1034.32324842
868.0000	1032.49172798	1044.10160134	1046.57019086	1048.79297351
867.0000	1047.66218102	1057.74592581	1063.39943657	1064.41142926
866.0000	1064.80617308	1071.26301443	1081.06951658	1081.11336763
865.0000	1082.66561835	1085.19219237	1098.43524960	1099.70400215
864.0000	1102.43120303	1101.99607000	1117.47789416	1121.38657603
863.0000	1126.30908514	1124.32770156	1141.38141666	1147.06433544
862.0000	1155.77513299	1153.85485650	1171.94742656	1177.49624875
861.0000	1192.06414062	1191.98821398	1209.53261853	1214.21599133
860.0000	1237.56896166	1240.77330007	1254.94629623	1259.71997883
859.0000	1295.23374585	1302.03123984	1310.43137279	1316.13939076
858.0000	1365.92993785	1375.46547290	1378.41558552	1383.58655383
857.0000	1446.64857787	1457.72545132	1459.02299824	1459.65571019
856.0000	1531.21139152	1542.94470901	1547.82083371	1539.88731487
855.0000	1612.17679063	1623.77559894	1635.04750010	1618.04531826
854.0000	1681.79152961	1692.19909322	1707.45130650	1686.01712544
853.0000	1731.77767125	1740.23954535	1752.64172414	1734.38054853
852.0000	1753.87063907	1761.13640785	1763.80555825	1754.68680825
851.0000	1742.88709009	1751.57614849	1742.24431135	1743.31750537
850.0000	1701.23105797	1714.56999456	1696.84543801	1704.84112076
849.0000	1640.63596619	1660.43841924	1640.98231145	1651.52232391
848.0000	1577.87344758	1603.25144589	1587.81067739	1597.67340503
847.0000	1526.78273245	1554.22184379	1545.93718284	1552.60858364
846.0000	1493.14507911	1517.60966495	1518.05721967	1518.29217143
845.0000	1475.84004913	1492.44618554	1502.93710951	1493.09957553
844.0000	1471.06679707	1476.98506960	1497.95200531	1476.58104746
843.0000	1474.93359536	1470.82020118	1500.00765256	1470.24523895
842.0000	1484.10227260	1474.02559869	1506.10044429	1475.25476007
841.0000	1496.61208779	1486.15119344	1514.97492603	1490.80647075
840.0000	1512.56781702	1506.24398685	1528.02592471	1514.30855721
839.0000	1533.07400825	1532.94536252	1547.42403537	1542.40748868
838.0000	1558.56059572	1564.68980416	1573.65661566	1572.85462713
837.0000	1588.83179378	1600.51506202	1605.79586056	1606.46380124
836.0000	1623.99239596	1640.17472612	1643.29611913	1646.05813098
835.0000	1663.98822205	1682.71442057	1685.99458094	1692.02194483
834.0000	1707.87623114	1726.11347719	1733.13604312	1740.36428069
833.0000	1755.21394571	1769.94284559	1784.42731054	1787.55798843
832.0000	1807.71375033	1817.35585307	1841.57131801	1836.14584359
831.0000	1867.78888701	1872.37860171	1906.49205316	1892.43146756
830.0000	1936.08367058	1936.20911494	1978.37692579	1959.13096760
829.0000	2012.42762380	2008.69101558	2055.05596854	2033.82327190
828.0000	2098.03846367	2091.99222058	2137.09027175	2114.63045618
827.0000	2193.61827313	2188.63364593	2227.55044893	2203.38342257
826.0000	2296.53192605	2296.37323302	2328.10007147	2302.53780150
825.0000	2404.96802798	2410.37346478	2439.23488594	2413.48335580
824.0000	2525.13436466	2531.54460521	2564.34819123	2539.40196953
823.0000	2668.35918474	2667.59885037	2708.37059432	2685.10859764
822.0000	2839.25257304	2824.73252512	2871.69415564	2852.05822326
821.0000	3032.85339773	3004.92762578	3052.20018683	3038.71969607
820.0000	3245.99560443	3213.65878285	3255.70968125	3248.49817624
819.0000	3484.64769316	3461.69472157	3496.89384660	3491.55665845
818.0000	3757.78607814	3755.00354256	3786.42470724	3776.69317675
817.0000	4075.08866719	4093.48578666	4126.90274099	4110.56681430
816.0000	4457.03891932	4487.53009790	4527.52369683	4509.64862591
815.0000	4935.07335703	4965.45480124	5012.64761572	5002.37801089
814.0000	5535.26199728	5559.07674950	5612.70444502	5616.61557227
813.0000	6285.53603850	6305.93257905	6371.10467720	6388.92830327
812.0000	7264.84549745	7291.25278845	7383.78248252	7409.11247731
811.0000	8652.15854268	8692.64834083	8841.11666612	8866.61432384
810.0000	10811.04675870	10864.18995539	11128.16971586	11155.56802437
809.0000	14616.72962663	14667.18876289	15188.18548452	15241.64815236
808.0000	22064.49608856	22090.08585245	23139.14998511	23270.63463595
807.0000	36496.19204945	36493.25839703	38418.60153594	38686.46556536
806.0000	61309.00833021	61327.50263262	64337.13776229	64753.72074834
805.0000	96917.49315994	97075.42355414	100947.85970252	101426.96910465
804.0000	137841.52754269	138288.31252517	142257.88341321	142614.84884580
803.0000	172968.32455021	173802.72288207	176815.78489081	176845.92048360
802.0000	190276.54582198	191470.97514816	192724.80241524	192321.22707902
801.0000	183488.51387834	184879.84387063	184276.42681666	183503.31509095
800.0000	155822.20737461	157183.04558741	155349.02344194	154411.04262106
799.0000	117900.84161909	119043.57623888	116906.37849777	116034.30659242
798.0000	81496.46465259	82340.94062523	80601.67910217	79937.94914591
797.0000	53839.58356632	54410.24621497	53290.30610507	52850.22298362
796.0000	36055.48416048	36428.51633014	35784.77463776	35501.69566584
795.0000	25478.21260870	25726.11117305	25328.98693389	25129.39496732
794.0000	18930.52824289	19097.10161373	18813.96902389	18662.02045947
793.0000	14485.85189872	14592.11698467	14393.65354462	14287.16475133
792.0000	11401.87289834	11462.60560919	11345.38954720	11288.43104404
791.0000	9376.28866405	9408.68022733	9348.59856956	9333.61456996
790.0000	8112.26760559	8132.82400371	8095.16221123	8105.03287991
789.0000	7311.76680584	7329.74823267	7294.05505583	7312.33289438
788.0000	6767.00817403	6783.44873806	6748.68593091	6764.43949417
787.0000	6359.52427955	6372.61503477	6345.76427990	6351.75441090
786.0000	6013.51338197	6023.81705364	6009.40750067	6000.58522384
785.0000	5678.02837990	5688.25505494	5685.39078487	5661.28273686
784.0000	5330.70880886	5342.11333958	5345.48363473	5312.69533058
783.0000	4971.93709720	4983.32766158	4985.43985692	4955.43180467
782.0000	4610.85319296	4621.93903410	4616.58483558	4599.38421738
781.0000	4258.34970323	4272.60542825	4258.38344051	4257.40576134
780.0000	3927.15154535	3949.39895721	3930.63298276	3942.32892057
779.0000	3630.68750016	3661.39065747	3645.34157153	3662.64649937
778.0000	3378.88142894	3411.96734243	3403.97810361	3420.05623664
777.0000	3173.95003468	3201.43968591	3201.14879663	3211.31172963
776.0000	3008.55814224	3027.48099176	3029.00364950	3031.13577938
775.0000	2868.35767344	2882.62420110	2879.26121655	2873.81988002
774.0000	2739.47432108	2754.84711427	2744.95225469	2734.76251087
773.0000	2616.06068780	2633.78485761	2622.50946030	2611.87622718
772.0000	2500.74148181	2516.55085004	2511.63844449	2504.60179315
771.0000	2397.68649590	2406.86020439	2412.67217533	2411.02843437
770.0000	2306.22656521	2308.99852876	2324.50023873	2326.71575207
769.0000	2221.31638759	2222.99567590	2244.49913600	2246.43844153
768.0000	2138.46940591	2144.56570399	2168.87182877	2166.26013709
767.0000	2056.73755380	2068.45143441	2092.96178069	2084.13254812
766.0000	1977.45867050	1991.83116556	2013.17410758	2000.05795248
765.0000	1901.65869629	1915.28919177	1929.94818226	1916.41618509
764.0000	1829.21232822	1841.04361891	1848.13414074	1837.05548456
763.0000	1759.83222812	1770.43761128	1773.24378396	1764.77186741
762.0000	1693.94233164	1703.06639717	1707.10573533	1699.39855483
761.0000	1632.03270945	1637.69916626	1647.17833697	1638.32533993
760.0000	1573.16334811	1573.27321952	1589.40306357	1578.47956795
759.0000	1514.74948860	1509.17038200	1531.19627684	1517.89067004
758.0000	1454.64965779	1445.63405045	1472.34267776	1456.38887838
757.0000	1393.59545520	1384.46309477	1414.18817064	1395.66185373
756.0000	1334.93729301	1328.50585302	1358.37253743	1338.33115739
755.0000	1281.61933388	1279.48564471	1305.87154039	1286.20812628
754.0000	1233.77358241	1236.34539075	1256.73306688	1239.24683020
753.0000	1189.54839537	1196.23985185	1210.47049241	1196.23338684
752.0000	1147.69556066	1157.07006158	1166.56104414	1156.08489037
751.0000	1108.59425330	1118.63720283	1124.67490472	1118.12385309
750.0000	1072.95976984	1081.60963454	1084.91186430	1081.63116671
749.0000	1040.50144693	1046.27866563	1048.18000134	1046.09547373
748.0000	1010.30887839	1012.73702564	1016.06217269	1012.09342456
747.0000	982.10148365	981.72889065	989.70863163	981.29197774
746.0000	956.50938254	954.57012667	968.60547727	955.14115750
745.0000	934.09437514	931.97694765	950.53708053	933.68430811
744.0000	914.40664847	913.06225412	932.81007986	915.67787727
743.0000	896.13603499	895.55458888	913.56318014	899.48419711
742.0000	878.05238092	877.12404735	892.30003375	883.66616632
741.0000	859.65047984	856.81369456	869.76589624	867.22782972
740.0000	840.93758078	835.50412826	847.48815395	849.97065402
739.0000	821.89672308	815.07757748	827.02561360	832.72522053
738.0000	802.50214289	797.02304946	809.17638510	816.79487860
737.0000	783.27306153	781.65250844	793.71321598	802.78130356
736.0000	765.39818384	768.36935944	779.82332864	789.90464554
735.0000	749.94247192	756.39091178	766.77093086	776.59283548
734.0000	737.07884103	745.17496099	754.31599538	761.84301999
733.0000	726.48723092	734.46016448	742.85345241	746.10687450
732.0000	718.39039409	724.24221741	733.25193273	730.96532533
731.0000	713.49842053	714.78430047	726.22884391	718.02321571
730.0000	711.50268471	706.50417603	721.54988513	708.06588765
729.0000	710.05235899	699.68381877	717.87432189	700.99293657
728.0000	705.98352517	694.12877090	713.55757712	696.09306985
727.0000	697.82791955	688.97343849	707.60322229	692.10199787
726.0000	686.88657094	682.89708520	699.84492506	687.29117622
725.0000	675.75520738	674.89075241	690.51669790	680.19120442
724.0000	666.04417938	665.12082887	679.99124729	670.63474837
723.0000	657.61109458	654.95259257	668.82355915	659.90521105
722.0000	649.57679061	645.82432800	657.61372328	649.56582066
721.0000	641.53494616	638.04082024	646.69209375	640.24255038
720.0000	633.69783954	630.87197045	636.24024518	631.77201390
719.0000	626.27926825	623.83045841	626.88822841	624.27256869
718.0000	619.13404710	617.47207586	619.86104863	618.44833361
717.0000	612.03257548	612.63049945	616.08605031	614.63698363
716.0000	605.07563128	609.02941240	615.06514307	612.00302465
715.0000	598.68504284	605.05304216	614.79487159	609.08707721
714.0000	593.20544488	599.03112492	612.88256098	604.99581359
713.0000	588.58421035	590.61023417	607.81682003	599.71757739
712.0000	584.40840928	580.85272932	599.52997732	593.43792375
711.0000	580.14467856	571.28926033	589.30696387	586.12873411
710.0000	575.34959015	563.10894707	579.36322155	578.06833577
709.0000	569.86715552	557.01697242	572.03571067	570.37183367
708.0000	564.05198455	553.25496773	568.57571265	564.44613396
707.0000	558.74641737	551.35006532	568.21087113	560.74158535
706.0000	554.73185613	550.04069975	568.42234136	558.21833186
705.0000	551.98681698	548.01824825	566.55030330	555.23166370
704.0000	549.55401668	545.09537779	561.59815763	550.99736001
703.0000	546.30378703	542.48005835	554.77453544	546.20174863
702.0000	541.87895364	541.50505463	548.33819899	542.21780657
701.0000	536.93088752	541.97779530	543.78146043	539.77126670
700.0000	532.62081145	542.07171945	540.91565609	538.40053639
699.0000	530.02420285	540.12850940	538.48810370	537.19093094
698.0000	529.75032152	536.48614035	535.50162108	535.89013614
697.0000	531.59029831	533.22724751	531.90620101	535.08469327
696.0000	534.27548602	532.00881887	528.22092103	535.20349720
695.0000	535.89253369	532.30966466	524.81274512	535.56131160
694.0000	535.03621088	531.97244498	521.68694054	534.72194732
693.0000	531.74336548	529.39666660	518.79260706	531.93905534
692.0000	527.20005952	525.07473145	516.24892456	528.08963418
691.0000	522.52373896	521.07392842	514.24649832	525.00779824
690.0000	517.98017157	519.24595254	512.97491650	523.90040473
689.0000	513.40416497	519.94269493	512.81792336	524.47417208
688.0000	509.13939385	522.13024851	514.44145067	525.50064048
687.0000	506.30168491	524.37669080	518.28745653	525.98048866
686.0000	506.04361670	525.70395947	523.71451983	525.64224841
685.0000	508.55264972	525.82318098	528.73036180	524.50704143
684.0000	512.67701919	524.92929134	530.95743562	522.34163365
683.0000	516.48684797	523.40059127	529.29786762	518.79311470
682.0000	518.40823981	521.57446359	524.89637618	514.05765283
681.0000	518.16162233	519.64437355	520.42200976	509.25058932
680.0000	516.76400940	517.71562079	518.12595460	505.93387417
679.0000	515.50832052	515.97843310	518.27418202	505.12229830
678.0000	514.79436293	514.79595124	519.28051147	506.61580641
677.0000	513.96558633	514.52290539	519.35286636	509.21841962
676.0000	512.33768113	515.17809605	518.10949664	511.63856817
675.0000	510.27937755	516.34494658	516.72847397	513.33498113
674.0000	509.07370606	517.46728503	516.65356035	514.69288588
673.0000	509.63819417	518.23320664	518.22877034	516.50191132
672.0000	511.50374442	518.64717378	520.54668844	519.22003831
671.0000	513.22068576	518.84420945	522.47440844	522.57661401
670.0000	513.84364571	519.03789764	523.68926177	525.75105169
669.0000	514.01034288	519.66239760	524.71878059	527.96886358
668.0000	515.52049352	521.25038065	526.12377043	529.10746151
667.0000	519.74009835	523.80483513	527.81093695	529.85615695
666.0000	526.19334006	526.28149567	529.17844926	531.17827197
665.0000	532.50513373	527.06378689	529.81814136	533.33095816
664.0000	535.75542282	525.30702154	529.94072377	535.24920392
663.0000	534.27257479	521.84375664	530.07746745	535.07189797
662.0000	528.64087423	518.57093962	530.40444764	531.66223605
661.0000	521.29770002	516.83011410	530.38262869	525.85688226
660.0000	515.07522417	516.42660366	529.06639323	520.14803071
659.0000	511.71819843	516.22799980	525.84598534	516.89906823
658.0000	511.31909492	515.52857172	521.05704628	516.67741145
657.0000	512.84238212	514.60965990	515.96497895	518.17628893
656.0000	515.09955752	514.00326737	512.03291023	519.56078608
655.0000	517.35238972	513.52850107	509.93386014	519.78508792
654.0000	519.24517421	512.38404045	509.10544790	518.84008214
653.0000	520.44038873	510.25071399	508.33751759	517.24103677
652.0000	520.52096023	508.08016966	506.99329577	515.62393987
651.0000	519.32707353	507.52388055	505.78171896	514.66387565
650.0000	517.37402907	509.48038463	506.30542227	514.87903775
649.0000	515.85020452	513.23909523	509.71182263	516.20074575
648.0000	516.01451652	517.03435794	515.58749370	517.83751108
647.0000	518.32075140	519.34229871	522.00545049	518.81704721
646.0000	521.92280486	519.67869919	526.68333280	518.77284520
645.0000	525.07710806	518.47955393	528.40885547	518.19159665
644.0000	526.31524977	516.63948945	527.75710882	517.94455489
643.0000	525.51545697	515.22404961	526.61279328	518.67672625
642.0000	523.90049784	515.16455513	526.81562374	520.59592551
641.0000	522.89360696	516.69728692	528.91458140	523.58579958
640.0000	522.93673784	519.05508738	531.99323928	527.26783360
639.0000	523.51073215	521.12535298	534.66247441	530.95510242
638.0000	524.31437904	522.72190822	536.29958025	533.79988348
637.0000	526.15329108	525.03454353	537.46497335	535.29646122
636.0000	530.27500114	529.43821485	539.31067729	535.83438196
635.0000	536.70022724	535.79519491	542.71615980	536.77419641
634.0000	543.51611892	542.25873088	547.88203989	539.80489959
633.0000	548.27708123	547.02215343	554.42486658	545.89374942
632.0000	550.33082450	550.18110795	561.62018051	554.52635093
631.0000	551.66313771	553.65079779	568.64556218	563.85752631
630.0000	555.24271139	559.24190051	574.89867528	571.81879812
629.0000	562.42662232	567.00032248	580.29068876	577.48331761
628.0000	571.95088907	575.45484257	585.22350697	581.65924044
627.0000	581.33735690	583.19364317	590.21274489	586.17333432
626.0000	589.10772715	589.91362552	595.51008921	592.33175421
625.0000	595.59292010	596.02069126	601.00688776	599.75203174
624.0000	601.77018763	601.56974682	606.28186441	606.50521358
623.0000	607.55586644	605.81570930	610.56797292	610.46418731
622.0000	611.34511516	607.69200537	612.79561066	610.78834594
621.0000	611.20263736	606.55035425	612.02699678	608.38152686
620.0000	606.51563489	602.51005042	608.09331282	605.00653845
619.0000	598.61701276	596.36327997	601.75941163	601.81383741
618.0000	589.93312800	589.28272715	594.14104881	598.48559081
617.0000	582.48805450	582.46782773	586.03035455	593.69303990
616.0000	576.98037720	576.79223996	577.96637091	586.51407767
615.0000	572.94683666	572.60211239	570.89240287	577.65659663
614.0000	569.54108009	569.77224820	566.30009306	569.40817892
613.0000	566.15354952	567.89879858	565.26569336	564.20390029
612.0000	562.61900668	566.44964935	567.27841330	562.87067666
611.0000	559.29705780	564.92655868	570.32778626	564.01536734
610.0000	557.18010658	563.20001319	572.47022470	565.21051218
609.0000	557.69175722	561.85855151	573.41414488	565.12027582
608.0000	561.86957943	562.08043163	574.56611237	564.77264102
607.0000	569.37128150	564.82620179	577.61740405	566.78870715
606.0000	578.26359762	569.92284767	583.16812346	573.14642333
605.0000	585.98910548	575.92324571	590.48658242	583.36280758
604.0000	590.76079935	580.97399067	598.05545783	594.57907278
603.0000	592.22688614	583.96051187	603.98243401	603.32898275
602.0000	591.05675814	584.96927060	606.18349581	607.42037764
601.0000	588.14434704	584.81150635	603.04228178	606.57437901
600.0000	584.21591552	584.17485387	594.65452901	601.80717830
599.0000	579.85161049	583.09911785	583.50745903	594.50502894
598.0000	575.42507954	581.00102068	573.41423692	585.91536625
597.0000	570.82129211	577.04528274	567.13924664	576.99985856
596.0000	565.37873281	570.60970551	564.65439345	568.31274455
595.0000	558.43569057	561.72379071	563.54928247	559.93511626
594.0000	550.16719763	551.37765160	561.14146176	551.75893854
593.0000	541.93658293	541.50048014	556.41923378	544.05397033
592.0000	535.73047088	534.41263856	550.44476468	537.74802233
591.0000	533.03348522	531.80626135	545.35039243	533.98963566
590.0000	533.96108102	533.72003698	542.93597349	533.30657252
589.0000	537.23997568	538.23861562	543.67257189	535.16189048
588.0000	540.97833681	542.40473257	546.43102298	538.33137203
587.0000	543.64844214	544.00649046	549.05489392	541.69848659
586.0000	544.67326690	543.04712720	549.64548346	544.73497238
585.0000	544.38876451	541.67818327	547.83076443	547.39155877
584.0000	543.58825443	542.46708144	544.96771185	549.72996501
583.0000	543.03359538	546.29112241	542.94399751	551.72298430
582.0000	543.19412017	551.58946689	542.58115818	553.29020897
581.0000	544.23283126	555.59405750	543.14424835	554.36518701
580.0000	546.09331906	556.42703158	543.37544301	554.87611120
579.0000	548.52480314	554.25816513	542.91854032	554.71828332
578.0000	551.01039299	550.70520973	542.69505169	553.81997151
577.0000	552.76999468	547.33940427	544.00011092	552.29720303
576.0000	553.09025213	544.85972392	547.39195079	550.61762092
575.0000	551.95907938	543.54981089	552.44583030	549.65236340
574.0000	550.48920195	544.10174812	558.32371648	550.45845115
573.0000	550.50281797	547.51783668	564.30761801	553.73840455
572.0000	553.30300112	553.99426411	569.77257646	559.25418481
571.0000	558.57457309	562.07768572	573.92926039	565.72937067
570.0000	564.48986552	569.31496743	575.96329989	571.51302411
569.0000	569.06335180	574.02894334	575.65420784	575.57409016
568.0000	571.57417087	576.51040827	573.88676675	577.99385548
567.0000	572.82033254	578.42919394	572.44937739	579.58734061
566.0000	574.14121887	581.09494174	573.11847956	581.14821606
565.0000	576.26574434	584.32804260	576.62989373	583.09274037
564.0000	578.98597422	586.94018924	582.22596702	585.66503758
563.0000	581.66958789	588.10753314	588.05514233	589.14097077
562.0000	583.89706879	588.18193134	592.17232228	593.56458871
561.0000	585.69241739	588.35593625	593.60811045	598.32843476
560.0000	587.39176106	589.80323375	592.98826313	602.32163770
559.0000	589.42455251	593.12362393	592.36776380	604.81865647
558.0000	592.11115039	598.24241518	594.23541381	606.34135162
557.0000	595.46365211	604.45685968	600.07788329	608.50216199
556.0000	599.10736707	610.58659283	609.33369168	612.71612984
555.0000	602.51157500	615.48434068	619.58768230	618.81195375
554.0000	605.47311494	618.81338271	628.12778684	624.84072325
553.0000	608.45214338	621.40833623	633.84108365	628.44966084
552.0000	612.35316736	624.64858080	637.88360175	628.81007711
551.0000	617.80762448	629.23298580	642.42503429	627.47591957
550.0000	624.55361411	634.50695602	648.52298437	627.36422725
549.0000	631.55460252	639.08347332	655.11358354	630.64391707
548.0000	637.88585403	642.25893834	660.14220385	637.28529738
547.0000	643.61139963	644.90145699	662.78354413	645.43176152
546.0000	649.69787421	648.92074358	664.54912567	653.08934176
545.0000	656.88094848	655.72177929	668.12496666	659.48669963
544.0000	664.59868181	664.95923251	675.01721581	665.01332311
543.0000	671.27786216	674.64300996	684.20462465	670.22172119
542.0000	675.94909583	682.50937600	692.96258608	675.23602210
541.0000	679.58719370	687.56308253	698.98197110	680.17170620
540.0000	684.56643549	690.63765889	701.90391123	685.78875530
539.0000	692.53306892	693.70519305	703.26121622	693.28331687
538.0000	702.80567213	698.62924392	705.35387664	703.24360866
537.0000	713.00290905	706.28035036	710.14647506	714.91900772
536.0000	721.30197315	716.42065892	718.66360075	726.70320754
535.0000	728.04546091	728.15676591	730.68960390	737.41195555
534.0000	735.23224016	740.57166081	744.71817658	747.10741446
533.0000	744.74392109	753.25144630	758.54237032	756.81747998
532.0000	757.21508912	766.44702392	770.58180882	767.65921303
531.0000	772.27584468	780.63928735	781.07629108	780.23374317
530.0000	789.19492978	795.68212354	791.91098816	794.53669834
529.0000	806.85204940	810.31281681	804.92939129	810.01961003
528.0000	823.36646438	822.77189457	820.19104150	825.59189603
527.0000	836.49442750	832.18539720	835.81708293	839.80775615
526.0000	844.94186079	839.29513991	849.46977719	851.39489472
525.0000	849.32311424	845.51864252	859.86928909	859.74563036
524.0000	851.56583166	851.12075599	866.91489314	864.86204829
523.0000	853.21130719	854.53541096	870.72441257	866.87307404
522.0000	854.30068869	853.83516120	871.07314443	865.81547727
521.0000	853.86964266	848.97191836	867.93721720	862.02221229
520.0000	851.35844383	842.40007279	862.27787565	856.57605287
519.0000	847.42461834	837.31384199	855.85677735	851.04415504
518.0000	843.48967818	835.27631047	850.14315484	846.55675377
517.0000	840.71390206	835.57233074	845.56101732	843.21094960
516.0000	839.42118559	836.60857185	841.87651278	840.51110859
515.0000	839.24517077	837.58072394	839.12311271	838.36305635
514.0000	839.55257965	838.73507286	837.90632244	837.46881309
513.0000	839.76376572	840.47827110	838.83653158	838.68513475
512.0000	839.64741335	842.86689204	841.95273021	842.17499737
511.0000	839.70710286	846.14772936	846.87836040	847.38893734
510.0000	841.34717612	851.36816586	853.41288070	853.82630402
509.0000	846.31909452	859.82160099	861.73458155	861.53522911
508.0000	855.49930307	871.58473151	871.98055531	870.67486507
507.0000	867.90955774	884.80354302	883.81569930	880.76980459
506.0000	881.03291202	896.84180068	896.57396153	890.82411068
505.0000	892.51208083	906.45077366	909.78996995	900.44598973
504.0000	902.00718807	914.91446427	923.47725659	910.75112166
503.0000	911.59235372	925.00344208	937.85999377	923.77479299
502.0000	924.17870286	938.69237000	952.91086474	940.68804855
501.0000	941.20900523	955.74973320	968.20976489	960.56831257
500.0000	961.58245720	974.35222044	983.26542486	981.07858251
499.0000	982.72725816	992.92576788	998.05400533	1000.52427582
498.0000	1002.84403976	1011.39631891	1013.41147749	1019.33093052
497.0000	1022.33139253	1030.83739266	1030.97208371	1039.52771800
496.0000	1043.26146286	1052.18193972	1052.51272669	1062.80375126
495.0000	1067.57615145	1075.43085965	1078.93255855	1089.01472030
494.0000	1095.67357019	1100.04379233	1109.54386497	1116.44851946
493.0000	1126.47134443	1125.89138512	1142.37172891	1143.44089913
492.0000	1158.58647002	1153.64927005	1175.43804385	1169.77933197
491.0000	1191.39353124	1184.24973646	1208.07139856	1196.77006661
490.0000	1225.12603003	1218.03586558	1241.17064220	1226.19632751
489.0000	1260.22222562	1254.48803724	1276.26299723	1259.24928862
488.0000	1296.74875996	1292.72625053	1314.25553057	1296.25008086
487.0000	1334.47239843	1332.23099009	1354.93186121	1337.07899274
486.0000	1373.36488202	1373.14033462	1397.40118064	1381.61696060
485.0000	1413.85347709	1415.98362588	1440.85387003	1429.65196087
484.0000	1456.39165363	1461.12101211	1484.89294647	1480.28467877
483.0000	1500.62318426	1508.14361275	1529.20817720	1531.34654655
482.0000	1544.86323328	1555.33562785	1572.84789774	1579.40563481
481.0000	1586.34688757	1599.39126854	1613.56722546	1620.55792188
480.0000	1622.00198704	1635.79128306	1647.79816776	1651.64359248
479.0000	1649.12704000	1660.08250932	1671.63211603	1671.15559963
478.0000	1665.64614681	1669.64066731	1682.56399367	1679.24368869
477.0000	1670.19119421	1664.87765611	1680.86232347	1676.89280291
476.0000	1662.42009703	1649.04079395	1669.32831358	1665.06795552
475.0000	1643.53751635	1626.69673485	1651.43299607	1644.62530676
474.0000	1616.51054901	1601.86390129	1629.37543372	1616.99854097
473.0000	1585.52817189	1576.84414781	1603.80714446	1584.79730245
472.0000	1554.80109568	1552.15934860	1575.29887899	1551.44466377
471.0000	1527.28350193	1527.29383571	1545.75717483	1519.98113989
470.0000	1503.92988279	1501.71621032	1518.11419472	1492.10449387
469.0000	1483.83030027	1475.73551229	1494.59045771	1468.34312203
468.0000	1465.22189897	1450.81887536	1475.46428221	1449.07903606
467.0000	1446.96487854	1429.12803840	1459.67856412	1435.17798186
466.0000	1429.67200287	1412.47661518	1446.47484905	1427.40763956
465.0000	1415.65389152	1401.45085285	1436.18522446	1425.22510213
464.0000	1407.49718143	1395.45564606	1429.45878224	1426.38078394
463.0000	1406.17148145	1393.66104939	1426.09723414	1428.12454807
462.0000	1410.14478118	1395.88487719	1425.03656623	1429.14040489
461.0000	1416.32342073	1402.47994089	1425.47111931	1430.44153207
460.0000	1422.20344306	1413.39177778	1427.72577431	1434.32552788
459.0000	1427.61243137	1427.54171495	1432.87571174	1442.30884302
458.0000	1434.68709454	1443.39248192	1441.69723767	1453.98468179
457.0000	1446.12228253	1460.15634736	1454.28174726	1467.84409957
456.0000	1463.05753416	1478.26957982	1470.63818799	1483.12698327
455.0000	1484.21651684	1498.54557364	1491.26402287	1500.75239081
454.0000	1506.96868749	1520.99715142	1516.69629076	1522.32492528
453.0000	1529.50300289	1544.83960844	1546.46555632	1548.26595782
452.0000	1552.43024903	1569.83194317	1578.88152915	1577.14608664
451.0000	1578.61086065	1597.43235253	1612.32010342	1607.13803536
450.0000	1611.40817542	1630.26528487	1646.99981578	1638.35155501
449.0000	1652.76891629	1670.24927448	1685.50098469	1673.75438989
448.0000	1702.52245363	1717.40255017	1731.39701825	1717.56883635
447.0000	1759.13298971	1770.71589677	1787.16683467	1772.38434405
446.0000	1821.08163773	1830.20124772	1853.12111098	1837.44782235
445.0000	1887.97857066	1897.87107181	1928.04532917	1909.69930326
